236.713,141.416,76.322,218.635,129.4,73.7356,253.816,171.291,97.6216
224.642,129.078,69.7324,203.657,118.93,68.1561,251.597,156.951,89.5836
228.05,131.687,69.1447,206.766,120.783,67.1535,252.579,159.722,88.3372
236.471,141.459,76.4386,219.15,129.878,74.1454,253.854,172.458,98.5312
225.154,129.442,69.9132,203.89,119.377,68.5144,251.886,157.526,89.828
228.539,132.397,69.322,207.232,121.346,67.477,252.643,160.36,88.656
237.171,142.058,76.9589,218.861,129.841,74.173,253.798,172.256,98.6028
225.001,129.499,69.7238,203.576,119.12,68.1248,251.681,157.626,89.68
229.189,132.959,69.6259,207.521,121.698,67.6187,252.616,160.944,88.8544
237.248,142.333,77.1251,218.683,129.85,74.3555,253.821,172.371,98.6524
225.309,129.802,69.92,203.397,119.145,68.119,251.711,157.692,89.4696
229.796,133.555,69.8941,207.824,121.902,67.8166,252.588,161.342,88.9608
237.311,142.296,77.3547,218.331,129.579,74.3936,253.758,171.284,98.7128
224.818,129.21,69.5235,202.909,118.571,67.7732,251.3,155.516,88.2968
229.708,133.227,69.6297,207.7,121.651,67.6723,252.434,159.247,88.1216
236.876,141.503,77.1975,218.158,129.398,74.5744,253.84,169.944,98.51
224.829,128.787,69.4105,202.865,118.213,67.6612,251.33,154.108,88.0208
229.956,133.136,69.7966,208.336,121.512,67.7045,252.586,158.637,88.2596
236.745,141,77.1737,218.369,128.854,74.6078,253.82,169.36,98.548
224.467,128.087,69.0738,202.333,117.73,67.2006,251.322,153.676,87.7948
230.097,132.889,69.7541,208.351,121.553,67.8064,252.552,159.046,88.3488
236.704,140.623,77.3231,217.688,128.272,74.4566,253.792,168.603,98.0508
224.571,128.121,69.0604,202.39,117.394,67.1749,251.016,153.32,87.3628
230.673,133.509,70.0706,208.814,121.709,67.9453,252.578,159.383,88.5324
236.358,140.342,77.2685,217.383,128.21,74.519,253.73,168.886,98.6996
224.309,127.923,68.8916,202.016,117.345,67.035,250.742,153.298,87.4204
230.744,133.7,70.1423,209.212,122.218,68.1016,252.856,160.674,89.3244
236.44,140.49,77.2962,216.995,128.308,74.6876,253.753,169.117,98.702
224.548,128.308,68.882,202.486,117.83,67.2739,251.323,154.749,88.0852
231.29,134.396,70.5845,209.898,122.692,68.2959,252.994,161.669,89.7632
236.228,140.612,77.5771,216.862,128.216,74.7841,253.73,169.182,99.0168
224.354,128.073,68.7286,202.291,117.486,67.0591,251.296,154.638,87.7932
231.711,134.745,70.6809,210.049,122.756,68.1521,252.927,161.681,90.0072
236.34,140.484,77.4759,216.274,127.902,74.5058,253.686,168.769,98.7992
224.763,128.393,69.0123,202.417,117.54,66.8912,251.357,154.726,87.7468
232.412,135.308,70.8703,210.53,123.113,68.5612,253.15,162.741,90.3536
236.371,140.354,77.6448,215.892,127.568,74.4272,253.697,168.94,99.148
224.877,128.414,68.8737,201.633,117.1,66.5441,250.836,154.085,87.344
232.83,135.743,71.2478,210.387,123.078,68.3924,252.942,162.609,90.062
236.132,140.325,77.7188,215.601,127.424,74.4518,253.738,169.178,99.1288
225.07,128.691,68.8741,201.64,117.311,66.6797,251.252,155.072,87.702
233.197,136.447,71.3945,210.574,123.379,68.5955,253.382,163.629,90.7496
